,ID,cultivo_x,cultivo_y,superf_par,area,correccion,corregido,corregido2,patca,temporary_,temporary_crop,trends,geometry
342,313911,pasto,pasto,6.6023993,12309.627,"Punto sobre vía, mover y revisar el área",Se movió hacia la izquierda,"ok, arbustos",1,0,0,trend,"POLYGON ((-71.09850177478732 19.8459946998995, -71.09771577744846 19.84480639264129, -71.09845407613726 19.84445926442145, -71.09912204975936 19.84556434785311, -71.09850177478732 19.8459946998995))"
343,313912,pasto,pasto,2.3265598,9918.873,ok,ok,"ok, arbustos",1,0,0,trend,"POLYGON ((-71.09458943843022 19.84455133780849, -71.0948240554077 19.84428812007779, -71.09552205968701 19.84381142999955, -71.09584797249204 19.84395996110599, -71.09599760850682 19.84409807616474, -71.09625058027078 19.84429100142013, -71.09592491403318 19.84463327053233, -71.09555836740921 19.84448137584102, -71.09507452128499 19.84482550266639, -71.09458943843022 19.84455133780849))"
345,314111,pasto,pasto,11.318398,15136.119,"Punto sobre copa de un árbol, mover y revisar el área",Se movió hacia la derecha,"ok, arboles",0,0,0,trend,"POLYGON ((-71.08264796827326 19.83630348675547, -71.08267811750612 19.8361077568426, -71.08277070874931 19.83593042271457, -71.08291667836805 19.83578884299826, -71.08310173781119 19.83569687639521, -71.08330777228471 19.83566352513642, -71.08351461391055 19.83569205381977, -71.08370201581823 19.83577966986975, -71.08385163396208 19.83591779689005, -71.08394882270358 19.83609291415306, -71.08398406841792 19.83628788006187, -71.08395392079724 19.8364836100506, -71.08386133067172 19.83666094469346, -71.08371536124918 19.83680252516692, -71.08353030100585 19.83689449248025, -71.08332426504141 19.83692784413112, -71.08311742180337 19.8368993153719, -71.08293001877803 19.83681169880709, -71.08278040043798 19.83667357102964, -71.08268321249666 19.83649845305635, -71.08264796827326 19.83630348675547))"
346,315911,plátano,plátano,1.0060799,15143.842,Revisar área,Se movió hacia arriba,ok,0,0,0,trend,"POLYGON ((-70.56524027826262 19.40300237782397, -70.56527102733149 19.40280668287619, -70.56536400354285 19.4026295819607, -70.56551010558776 19.40248841087434, -70.56569503195936 19.40239698832148, -70.56590068089194 19.40236426328309, -70.56610692224356 19.40239343906459, -70.56629356789502 19.40248165975285, -70.56644234781908 19.4026202897669, -70.56653869842093 19.40279575914027, -70.56657318811637 19.40299089180361, -70.56654244060526 19.40318658686162, -70.56644946544695 19.40336368830288, -70.56630336354817 19.40350486012971, -70.56611843635994 19.40359628335492, -70.56591278595991 19.40362900874072, -70.56570654305052 19.403599832849, -70.565519896346 19.40351161163497, -70.56537111627581 19.40337298088043, -70.56527476649059 19.40319751083472, -70.56524027826262 19.40300237782397))"
348,316312,plátano,,1.5091197,15143.862,Revisar área,ok,ok,0,0,0,trend,"POLYGON ((-70.56403853310844 19.40581673818118, -70.56406928389947 19.40562104335787, -70.56416226282397 19.40544394290782, -70.56430836830742 19.40530277258234, -70.56449329850636 19.40521135101127, -70.56469895128049 19.40517862707945, -70.56490519611188 19.40520780398402, -70.5650918445407 19.40529602570192, -70.56524062626791 19.40543465655143, -70.56533697752212 19.40561012648429, -70.56537146665529 19.4058052593764, -70.56534071742227 19.40600095431008, -70.56524773955091 19.40617805528603, -70.56510163421351 19.40631922635212, -70.56491670319768 19.40641064859559, -70.56471104895579 19.40644337287476, -70.5645048025664 19.40641419585984, -70.56431815308443 19.40632597361602, -70.56416937121121 19.40618734202591, -70.56407302077385 19.40601187142066, -70.56403853310844 19.40581673818118))"
349,316311,pasto,plátano,6.2879992,12015.266,Revisar  área,Se movió hacia la izquierda y arriba,"ok, arbustos",0,0,0,trend,"POLYGON ((-70.50539383359043 19.36803437897039, -70.50594969974797 19.36656493503052, -70.50620634342825 19.36612661300615, -70.50657203535599 19.36635796163291, -70.50634879135396 19.36669835136294, -70.50641858009293 19.36682798220666, -70.50596423160245 19.36814684761946, -70.50539383359043 19.36803437897039))"
350,317921,plátano,plátano,2.5151997,15137.666,Centrar hacía la derecha,Se movió hacia la derecha y abajo,ok,1,0,0,trend,"POLYGON ((-70.99122816567419 19.81703655682277, -70.99125842717257 19.81684083243636, -70.9913511155404 19.81666353747738, -70.99149715763684 19.81652202673799, -70.99168225781733 19.81643015216788, -70.99188829730106 19.81639690698989, -70.99209510771972 19.81642554541901, -70.99228244525702 19.81651326413798, -70.99243197216715 19.81665147670109, -70.99252905174099 19.81682665400714, -70.99256418103893 19.8170216485811, -70.99253392114861 19.81721737305013, -70.99244123389049 19.81739466852782, -70.99229519198158 19.81753618002382, -70.9921100909948 19.81762805529945, -70.99190405001893 19.81766130086241, -70.99169723799221 19.81763266235066, -70.99150989934519 19.817544943113, -70.99136037224754 19.81740672979329, -70.99126329347999 19.81723155178169, -70.99122816567419 19.81703655682277))"
352,335013,plátano,plátano,0.31439996,15137.265,"Punto sobre copa de arbol, revisar cultivo","Revisar tipo de cultivo, se movió hacia abajo y derecha","ok, plamas revisar tipo cultivo",0,0,0,trend,"POLYGON ((-71.01371143951548 19.8059940372887, -71.01374167233077 19.80579831143621, -71.01383432940882 19.80562100731586, -71.01398034067149 19.80547948061687, -71.01416541349215 19.80538758485118, -71.01437143176783 19.80535431531635, -71.01457822920595 19.80538292861134, -71.01476556326077 19.80547062387895, -71.01491509652753 19.80560881696883, -71.01501219167517 19.8057839806859, -71.01504734423993 19.80597896888538, -71.0150171130322 19.80617469481866, -71.01492445706485 19.80635199945622, -71.01477844599177 19.80649352691131, -71.01459337236719 19.80658542338315, -71.01438735260113 19.80661869330449, -71.01418055355545 19.80659007992872, -71.01399321838993 19.80650238414389, -71.01384368493356 19.80636419029791, -71.01374659058986 19.80618902587468, -71.01371143951548 19.8059940372887))"
353,338411,plátano,plátano,1.5719998,15143.728,ok,ok,"ok, arboles",0,0,0,trend,"POLYGON ((-70.57296889797271 19.43166893992639, -70.57299964041205 19.43147324453324, -70.5730926218381 19.43129613964176, -70.57323874043117 19.43115496143792, -70.5734236930644 19.43106352932262, -70.57362937540158 19.43103079321268, -70.57383565403123 19.43105995749714, -70.57402233718551 19.43114816738827, -70.5741711511665 19.43128678836207, -70.57426752904576 19.43146225133714, -70.57430203656884 19.43165738087065, -70.57427129569018 19.43185307637378, -70.5741783153195 19.43203018179161, -70.57403219687338 19.4321713607371, -70.57384724342252 19.43226279352607, -70.57364155961547 19.43229552998437, -70.57343527942515 19.43226636558992, -70.5732485952155 19.43217815517247, -70.57309978108758 19.43203953345702, -70.57300340402593 19.43186406980827, -70.57296889797271 19.43166893992639))"
354,338611,plátano,plátano,1.2575998,16228.991,ok,ok,ok,0,0,0,trend,"POLYGON ((-70.57090437225233 19.44522797573839, -70.5709970156731 19.44474104421037, -70.57038783408636 19.44456537865565, -70.57050653205364 19.44369317131704, -70.57176440478689 19.44393855676161, -70.57142558137194 19.4453105085098, -70.57090437225233 19.44522797573839))"
355,341511,plátano,yuca,1.8863997,10535.995,Centrar,Se movió hacia la izquierda,ok,1,0,1,no trend,"POLYGON ((-71.0012913756634 19.83024989226565, -71.0014416341394 19.83005874985463, -71.00177746058536 19.8297779715196, -71.00271235583836 19.83004448986748, -71.00274750184262 19.83023948083652, -71.00271725366031 19.83043520589802, -71.00262457196563 19.83061250610758, -71.00248434333498 19.83072537446713, -71.00187545076528 19.83049889810342, -71.00120042578024 19.83049298670425, -71.0012913756634 19.83024989226565))"
357,363121,plátano,plátano,0.31439996,15125.827,Revisar área,ok,ok,0,0,0,trend,"POLYGON ((-71.59313594145961 18.39906903604662, -71.59316542030261 18.398873286732, -71.59325682029666 18.39869581431273, -71.59340119442197 18.39855399096284, -71.59358441029966 18.39846169924102, -71.5937885335802 18.39842797320685, -71.59399358344547 18.39845611414125, -71.59417948839756 18.39854336741633, -71.594328050916 18.39868119213651, -71.59442472870003 18.39885609715686, -71.59446005815744 18.39905096165249, -71.59443058080397 18.3992467109872, -71.5943391818768 18.3994241838494, -71.59419480798817 18.39956600789587, -71.59401159142662 18.39965830030188, -71.59380746680283 18.39969202674649, -71.59360241544802 18.39966388579201, -71.59341650942906 18.399576632074, -71.59326794667392 18.39943880665722, -71.59317126957376 18.3992639009527, -71.59313594145961 18.39906903604662))"
360,94912,aguacate,aguacate,1.5719998,12673.184,ok,ok,ok,0,0,0,trend,"POLYGON ((-70.72908306698363 18.61447056982488, -70.72935612835968 18.61413732554667, -70.72946264152472 18.6139503081456, -70.72970096959135 18.61389898176434, -70.73048837038854 18.61408040907975, -70.73063635353145 18.61477376675257, -70.73049103281679 18.6149150171888, -70.73030704319561 18.61500653928452, -70.73010239496206 18.61503937412655, -70.72964859527771 18.61465141212803, -70.72908306698363 18.61447056982488))"
362,165911,batata,habichuela roja,3.1439996,14586.023,Mover el punto a la mitad del cultivo,Se movío hacia la derecha y arriba,ok,0,1,1,trend,"POLYGON ((-70.41568153581689 19.47222888213863, -70.41567109793604 19.47106872423103, -70.41609125203254 19.47113779183163, -70.41604387764771 19.4713293748843, -70.41657331477131 19.4714337625987, -70.41669226756032 19.47195479170847, -70.41646538635531 19.47222275579251, -70.41638574974283 19.47242230025611, -70.41626799484074 19.47266611265953, -70.41564272623135 19.47282086875574, -70.41568153581689 19.47222888213863))"
363,262713,caña(no de azucar),pasto,6.036479,9512.069,"Punto sobre edificación, moverlo",Se movio hacia la derecha,ok,0,0,0,trend,"POLYGON ((-71.28302561568579 19.50428987279132, -71.28325895874966 19.50422493627871, -71.28334232876301 19.50434270000666, -71.28412152038591 19.50396608159221, -71.28437577308638 19.50422633247141, -71.28402324349815 19.50492043456473, -71.28313689971765 19.50484380459196, -71.28302561568579 19.50428987279132))"
367,315521,batata,brocoli,2.2636797,12010.814,Centrar,Se movió hacia la derecha y abajo,ok,0,1,1,trend,"POLYGON ((-70.56784403678598 19.44121362196025, -70.56787478634622 19.44101792707876, -70.56917725657274 19.44120209511103, -70.56899345764916 19.4421737080242, -70.5685603884555 19.44209933039286, -70.56856562443458 19.44193001930018, -70.56815301751972 19.44184244326548, -70.56817890300907 19.44167946388215, -70.56782830655389 19.44161739191744, -70.56784403678598 19.44121362196025))"
369,317911,auyama,pasto,1.8863997,13543.625,Centrar hacía la derecha,Se movió hacia la,ok,1,1,0,no trend,"POLYGON ((-70.9893253428923 19.82095536496275, -70.98907020558836 19.82007300895252, -70.98874821017654 19.81962097952607, -70.98908754964879 19.81925595859102, -70.98957505726781 19.81968928322939, -70.9899163173657 19.81980973368369, -70.98983538609679 19.8204908075172, -70.98980627297937 19.82119083006353, -70.9893253428923 19.82095536496275))"
370,318211,batata,yuca,1.5719998,14325.498,Centrar,Se movió hacia la izquierda,ok,1,1,1,trend,"POLYGON ((-71.03453344112322 19.84850387654037, -71.03452396772528 19.84776070659597, -71.03461718121805 19.84666032400019, -71.03483734875674 19.84666431987233, -71.03561448432748 19.84849153544764, -71.03453344112322 19.84850387654037))"
372,321413,berenjena,tabaco,0.94319987,15133.14,Revisar el área y tipo de cultivo,Revisar tipo de cultivo,"ok, revisar tipo de cultivo",0,1,1,trend,"POLYGON ((-71.24270313668355 19.32213819244839, -71.24273306002442 19.32194245303163, -71.24282523342634 19.32176507211912, -71.24297063415862 19.32162341292088, -71.24315502935484 19.32153134192173, -71.24336036923637 19.32149787157319, -71.24356655390918 19.32152627812977, -71.2437534008035 19.32161378096799, -71.24390262019942 19.32175181476996, -71.24399960549246 19.32192686792987, -71.24403486297848 19.32212180512417, -71.24400494120486 19.32231754459848, -71.24391276890063 19.32249492600107, -71.24376736837723 19.32263658593477, -71.24358297242127 19.3227286576338, -71.24337763110158 19.32276212837933, -71.24317144486153 19.32273372176521, -71.2429845968695 19.32264621843689, -71.24283537726473 19.32250818389948, -71.24273839273143 19.32233313003968, -71.24270313668355 19.32213819244839))"
373,321412,batata,berenjena,1.8863997,15133.32,Revisar el área,ok,ok,0,1,1,trend,"POLYGON ((-71.23249012809124 19.323108155558, -71.23252006384475 19.32291241659971, -71.23261224928515 19.3227350397118, -71.23275766050344 19.32259338771021, -71.23294206360691 19.32250132637535, -71.233147408043 19.32246786721274, -71.2333535934719 19.32249628538208, -71.23354043724987 19.32258379912323, -71.2336896499619 19.32272184205114, -71.23378662565763 19.3228969016667, -71.2338218715723 19.32309184201437, -71.23379193738587 19.32328758103099, -71.23369975304249 19.32346495840953, -71.23355434203211 19.32360661114663, -71.23336993816805 19.32369867318097, -71.23316459229339 19.32373213273982, -71.2329584052974 19.32370371451214, -71.23277156042242 19.32361620028037, -71.23262234750247 19.32347815661694, -71.23252537256734 19.32330309630191, -71.23249012809124 19.323108155558))"
374,332612,cebolla,lechoza,0.88031989,15137.919,"Revisar el área, centrar",Se movió hacia abajo,"ok, arboles",1,1,1,trend,"POLYGON ((-70.974524606191 19.79906184347125, -70.97455488712241 19.79886612008245, -70.97464758633996 19.79868883276789, -70.9747936296411 19.79854733557148, -70.97497872126355 19.79845547911729, -70.97518474326431 19.79842225485505, -70.97539152898625 19.79845091495257, -70.97557883703024 19.79853865397171, -70.97572833253717 19.79867688347965, -70.97582538187164 19.79885207271643, -70.97586048505406 19.79904707303895, -70.97583020572856 19.79924279651146, -70.97573750761839 19.79942008434492, -70.97559146450314 19.79956158229724, -70.97540637207405 19.79965343945561, -70.97520034858228 19.79968666410131, -70.97499356125444 19.79965800392009, -70.97480625210308 19.79957026438204, -70.97465675641025 19.79943203411819, -70.97455970788239 19.79925684417724, -70.974524606191 19.79906184347125))"
375,337521,berenjena,berenjena,2.0121598,12410.6,ok,ok,ok,0,1,1,trend,"POLYGON ((-70.50712685156617 19.43070981424659, -70.5067002634397 19.43133436584318, -70.50636083108853 19.43112867160345, -70.50615078018185 19.43145176299114, -70.50589941370535 19.43114123567165, -70.50644163265447 19.43007879614611, -70.50729214526969 19.4302270031264, -70.50712685156617 19.43070981424659))"
376,351421,berenjena,berenjena,2.2007997,9493.377,ok,ok,"ok, arbustos",0,1,1,trend,"POLYGON ((-70.51343877385293 19.42557982065852, -70.51352797520974 19.42521861139551, -70.51509719261139 19.42515741863034, -70.51507986796922 19.42580812453349, -70.51343877385293 19.42557982065852))"
